task_id,mae,nmae,da,status,horizon
task_000,7.724404761904763,0.12547499105614807,0.509090909090909,success,168
task_001,14.69642857142857,0.2244708706087715,0.5853658536585366,success,168
task_002,12.605357142857141,0.2010461959101525,0.3855421686746988,success,168
task_003,13.34047619047619,0.20563920467578703,0.8658536585365854,success,168
task_004,55.75892857142856,1.025305648895067,0.13690476190476192,success,168
task_005,9.447619047619048,0.1510166411356695,0.3780487804878049,success,168
task_006,13.873214285714285,0.22402606764900945,0.3803680981595092,success,168
task_007,7.871428571428571,0.1382757358707586,0.9696969696969697,success,168
task_008,10.500595238095238,0.18972489299004108,0.5662650602409639,success,168
task_009,8.707894736842107,0.16456546064901156,1.0,success,76
