task_id,mae,nmae,da,status,horizon
task_000,112.61666679382324,0.44621277230626216,0.0,success,24
task_001,522.7808430989584,0.15728104860773562,0.0,success,24
task_002,3057.7633463541665,0.4537629536416323,0.0,success,24
task_003,1356.2841796875,0.25254568349847933,0.0,success,24
task_004,1230.8450113932292,0.45576808303376076,0.0,success,24
task_005,1397.6054280598958,0.24117691068125818,0.0,success,24
task_006,6.854166666666667,0.46143057503506313,0.0,success,24
task_007,613.15625,0.39669638705242516,0.0,success,24
task_008,450.8279113769531,0.5665485179746212,0.0,success,24
task_009,81.50999959309895,0.3961411341091038,0.0,success,24
