task_id,mae,nmae,da,status,horizon
task_000,5.312270831349205,0.0862923624016579,0.45454545454545453,success,168
task_001,2.8737117857142844,0.04389260855334931,0.45121951219512196,success,168
task_002,4.6797779761904765,0.07463902443655422,0.6144578313253012,success,168
task_003,2.788649007936508,0.04298613901963843,0.8658536585365854,success,168
task_004,13.364129957341268,0.24574213115083055,0.9404761904761905,success,168
task_005,4.520605472222221,0.07226018014417876,0.3780487804878049,success,168
task_006,4.717219246031746,0.0761741335614573,0.3803680981595092,success,168
task_007,7.133626388888889,0.12531491957268084,0.9696969696969697,success,168
task_008,4.548552257936508,0.08218330207280261,0.6325301204819277,success,168
task_009,8.563434649122808,0.1618353930954453,1.0,success,76
