task_id,mae,nmae,da,status,horizon
task_000,1.5642920833333338,0.5317706798866858,0.7083333333333334,success,24
task_001,3.276213333333333,0.7567769008662175,0.7083333333333334,success,24
task_002,0.9244141666666668,0.2187962524654833,0.6666666666666666,success,24
task_003,0.5638416666666667,0.13319094488188976,0.8636363636363636,success,24
task_004,4.146734444444444,0.6896855624855625,1.0,success,24
task_005,1.0554116666666666,0.5447286021505376,0.041666666666666664,success,24
task_006,1.6963727777777777,0.5321953812636165,0.30434782608695654,success,24
task_007,0.8597965277777778,0.2265106110501281,0.7083333333333334,success,24
task_008,5.486278611111111,2.9325319970304378,0.9166666666666666,success,24
task_009,0.9053287500000001,0.19539469424460437,0.6086956521739131,success,24
