task_id,mae,nmae,da,status,horizon
task_000,7.603282542669217,2.5846852836269294,0.4166666666666667,success,24
task_001,3.379519543202736,0.7806397404895636,0.7083333333333334,success,24
task_002,0.9947606867593967,0.23544631639275662,0.6666666666666666,success,24
task_003,0.736985076313788,0.1740909629087688,0.13636363636363635,success,24
task_004,6.120833252867063,1.0180180046348544,1.0,success,24
task_005,0.9999256172345938,0.5160906411533388,0.0,success,24
task_006,0.9238772192287817,0.28984383348353937,0.30434782608695654,success,24
task_007,0.9911425322395641,0.2611132906009829,0.2916666666666667,success,24
task_008,12.466261765961372,6.663480676683139,0.08333333333333333,success,24
task_009,0.930589039731467,0.20084655533772672,0.6086956521739131,success,24
