task_id,mae,nmae,da,status,horizon
task_000,96.17063416991711,0.7099439000813478,0.8333333333333334,success,24
task_001,4451.514910896479,1.419249780894469,0.9166666666666666,success,24
task_002,9925.344903036977,1.5522673738112296,0.5416666666666666,success,24
task_003,518.4539203020785,0.08214806585322615,0.875,success,24
task_004,3274.6374818487116,1.5283386305771092,0.9166666666666666,success,24
task_005,1431.7842537132303,0.3056070981073542,0.7916666666666666,success,24
task_006,15.106530200014697,1.9134354392040935,0.8421052631578947,success,24
task_007,2188.343999029074,1.623614182765387,0.875,success,24
task_008,466.62848297481577,0.6946927400118612,0.4583333333333333,success,24
task_009,142.99450137425427,0.885084021178622,0.08333333333333333,success,24
