task_id,mae,nmae,da,status,horizon
task_000,0.25000000000000044,0.0672645739910315,1.0,success,6
task_001,0.694444444444445,0.15723270440251583,1.0,success,6
task_002,0.9666666666666665,0.2899999999999999,0.0,success,6
task_003,0.8500000026144278,0.21250000065360694,0.3333333333333333,success,6
task_004,0.6166666666666659,0.1689497716894975,0.16666666666666666,success,6
task_005,0.272222222961743,0.11187214642263409,0.8333333333333334,success,6
task_006,2.3333333385567494,0.38147139049974105,0.16666666666666666,success,6
task_007,1.5999999999999996,0.28070175438596484,0.0,success,6
task_008,1.0833333333333337,0.2203389830508475,0.0,success,6
task_009,0.9333333333333335,0.17500000000000004,0.5,success,6
