task_id,mae,nmae,da,status,horizon
task_000,0.29952361849180903,0.08058931439241498,1.0,success,6
task_001,1.1133349052232218,0.2520758275977106,1.0,success,6
task_002,2.024762109035827,0.6074286327107481,0.0,success,6
task_003,0.5166691826707362,0.12916729566768406,0.3333333333333333,success,6
task_004,0.47539691191965994,0.13024572929305753,0.16666666666666666,success,6
task_005,0.25190468664959975,0.10352247396558893,0.8333333333333334,success,6
task_006,1.05000077503045,0.17166225204857496,0.8333333333333334,success,6
task_007,3.489999547195724,0.6122806223150392,0.0,success,6
task_008,2.1182538431527838,0.43083129013276955,0.16666666666666666,success,6
task_009,2.1738096380199816,0.4075893071287466,0.5,success,6
