task_id,mae,nmae,da,status,horizon
task_000,6.904166666666666,1.4247635425623388,0.5416666666666666,success,24
task_001,7.004166666666667,0.9655370476737507,0.3333333333333333,success,24
task_002,2.6125,0.78375,0.8333333333333334,success,24
task_003,6.5375000000000005,0.7904282115869018,0.625,success,24
task_004,2.420833333333333,1.4033816425120769,0.43478260869565216,success,24
task_005,3.216666666666667,1.0842696629213484,0.6666666666666666,success,24
task_006,2.1041666666666665,0.26425954997383566,0.9166666666666666,success,24
task_007,2.0083333333333333,1.2233502538071066,0.30434782608695654,success,24
task_008,3.8625000000000003,0.8103146853146854,0.9090909090909091,success,24
task_009,3.783333333333333,1.159642401021711,0.5217391304347826,success,24
