task_id,mae,nmae,da,status,horizon
task_000,0.48333333333333356,0.13004484304932742,0.0,success,6
task_001,1.183333333333333,0.2679245283018867,0.0,success,6
task_002,0.9666666666666665,0.2899999999999999,0.0,success,6
task_003,0.30000000000000004,0.07500000000000001,0.0,success,6
task_004,0.3500000000000001,0.09589041095890413,0.0,success,6
task_005,0.3333333333333334,0.13698630136986303,0.0,success,6
task_006,1.3500000000000003,0.22070844686648508,0.0,success,6
task_007,1.5999999999999996,0.28070175438596484,0.0,success,6
task_008,1.0833333333333337,0.2203389830508475,0.0,success,6
task_009,0.9333333333333335,0.17500000000000004,0.0,success,6
