task_id,mae,nmae,da,status,horizon
task_000,0.3333333333333332,0.08968609865470849,1.0,success,6
task_001,0.7666666666666666,0.17358490566037732,1.0,success,6
task_002,1.6666666666666667,0.5,0.0,success,6
task_003,0.75,0.1875,0.3333333333333333,success,6
task_004,0.16666666666666666,0.045662100456621,0.8333333333333334,success,6
task_005,0.5833333333333333,0.23972602739726023,0.0,success,6
task_006,2.016666666666667,0.3297002724795641,0.16666666666666666,success,6
task_007,0.6166666666666668,0.108187134502924,1.0,success,6
task_008,1.55,0.31525423728813556,0.16666666666666666,success,6
task_009,1.0333333333333332,0.19374999999999998,0.6666666666666666,success,6
