task_id,mae,nmae,da,status,horizon
task_000,359.25231572633146,0.5548602429931224,0.0,success,93
task_001,322.1469845241971,0.5201220969845533,0.0,success,18
task_002,1.0266255696614621,0.0035978748818648316,0.0,success,15
task_003,1256.3033520928745,3.7308952671516153,0.0,success,29
task_004,589.6775253295898,0.6800791114698722,0.0,success,40
task_005,2.976190476190479,0.010478502183660003,0.0,success,21
task_006,1223.4560682508682,3.322579959564575,0.0,success,18
task_007,1013.7768889082239,1.7542309262438553,0.0,success,94
task_008,1227.9374944513495,0.8111600232557374,0.0,success,22
task_009,160.6205544307314,0.3595597585864918,0.0,success,58
