task_id,mae,nmae,da,status,horizon
task_000,1.8984541929123164,0.24043747034245697,0.9565217391304348,success,24
task_001,1.5968958273570575,0.5980883248528306,0.75,success,24
task_002,2.393883398062369,0.5269968955558324,1.0,success,24
task_003,3.356022594101462,0.43303517343244674,0.5833333333333334,success,24
task_004,0.5532275588735113,0.7526905562904915,0.6666666666666666,success,24
task_005,1.75921385924158,0.3192765624757858,0.7916666666666666,success,24
task_006,1.8653381132595783,0.3427355283894494,0.9583333333333334,success,24
task_007,3.6858142160074023,0.6715725871862865,0.5416666666666666,success,24
task_008,2.321850034481777,0.4820449898578084,0.9166666666666666,success,24
task_009,2.172259191360186,0.517821022970247,0.782608695652174,success,24
