task_id,mae,nmae,da,status,horizon
task_000,4.185660097222222,0.6080862126715093,0.7391304347826086,success,24
task_001,2.806710972222222,1.2929186820217533,0.20833333333333334,success,24
task_002,4.473181388888889,0.9894594777265747,0.041666666666666664,success,24
task_003,4.75998,0.5801905535804976,0.625,success,24
task_004,0.9673611111111112,1.2826887661141804,0.4583333333333333,success,24
task_005,3.366397638888889,0.6061031007751938,0.75,success,24
task_006,3.625515,0.708569706840391,0.8333333333333334,success,24
task_007,3.245772361111111,0.6348698994838359,0.7083333333333334,success,24
task_008,2.6631876388888887,0.5024882337526205,0.9166666666666666,success,24
task_009,2.826307638888889,0.7356983007953725,0.782608695652174,success,24
