task_id,mae,nmae,da,status,horizon
task_000,3.120167795263668,0.4532931421690559,0.782608695652174,success,24
task_001,1.4768697740340648,0.6803238882306634,0.7916666666666666,success,24
task_002,2.4155500647290356,0.5343152216912153,1.0,success,24
task_003,4.579365622213523,0.5581755964099773,0.7916666666666666,success,24
task_004,0.7480206176230024,0.9918505427045334,0.4583333333333333,success,24
task_005,2.4950471925749134,0.4492207998634502,0.75,success,24
task_006,2.405305464015427,0.4700922730974777,0.8333333333333334,success,24
task_007,3.3537286496501744,0.6559860439413544,0.5833333333333334,success,24
task_008,2.604147233865058,0.49134853469152046,0.9166666666666666,success,24
task_009,2.1650619905785358,0.5635736201072111,0.782608695652174,success,24
