task_id,mae,nmae,da,status,horizon
task_000,42.049753618142155,2.8005303105522112,0.22388059701492538,success,67
task_001,865.0896428521837,5.235530699058133,0.046875,success,64
task_002,363.0937495306134,1.8439930145976242,1.0,success,64
task_003,621.1981851057574,3.435928126382717,0.20512820512820512,success,78
task_004,1101.6164372534784,9.80229155527839,0.0410958904109589,success,73
task_005,0.2519046854807909,0.10352247348525653,0.8333333333333334,success,6
task_006,1.0500007466266978,0.17166224740490973,0.8333333333333334,success,6
task_007,3.489999527661413,0.6122806188879671,0.0,success,6
task_008,2.1182538800152373,0.4308312976302177,0.16666666666666666,success,6
task_009,2.173809611797788,0.4075893022120852,0.5,success,6
task_010,361.02966775285205,0.557605338665855,0.07526881720430108,success,93
task_011,237.50372830183085,0.38346141090983643,0.9444444444444444,success,18
task_012,6.814427814036803,0.023881597527800627,0.0,success,15
task_013,1276.5877743693904,3.79113474270685,0.0,success,29
task_014,591.5082655774215,0.6821905166830549,0.55,success,40
task_015,274.76133204741865,0.3962687300386554,0.125,success,24
task_016,906.4501014058875,0.8401257910987069,0.6666666666666666,success,24
task_017,4387.5100075456085,0.5998214791905396,0.75,success,24
task_018,727.8463242858767,0.3505684379023371,0.4166666666666667,success,24
task_019,78.49531884598511,0.310321385746486,0.375,success,24
task_020,12.451940942407733,3.4484950682873943,0.08333333333333333,success,24
task_021,1.419151522931372,0.8291050766882407,0.0,success,24
task_022,8.198263066894478,0.9145169119473275,0.045454545454545456,success,24
task_023,14.30693382265092,2.6700343059379628,0.4166666666666667,success,24
task_024,2.3541666648040205,0.6516724331637427,0.7083333333333334,success,24
task_025,3652.8415024906863,0.7845281436656587,1.0,success,24
task_026,306.7301197165095,0.4816845838215076,0.16666666666666666,success,24
task_027,30.132058836956265,0.29577481066950934,0.5217391304347826,success,24
task_028,129.02013742782916,0.24849795307827477,0.4583333333333333,success,24
task_029,65.24679240844324,1.3189274487204563,0.125,success,24
task_030,1.996886105748487,0.8054666645035915,0.6818181818181818,success,24
task_031,0.15502033434153797,0.5905536546344303,1.0,success,24
task_032,2.5976026882971914,1.290734255054505,0.0,success,24
task_033,16.1499761851969,1.1763260347336133,0.2916666666666667,success,24
task_034,1.8227798247377915,0.7402151572539255,0.7083333333333334,success,24
task_035,1.0850610120377222,1.001594780342513,0.0,success,24
task_036,248.20827170038228,0.999999751688631,1.0,success,24
task_037,134.58360499376928,1.000002018529555,1.0,success,24
task_038,4.752118201992765,1.0004459372616348,1.0,success,24
task_039,86.16662313517236,0.9999994947989055,1.0,success,24
task_040,296.33356634458715,1.0000007863146925,0.0,success,24
task_041,234.37548818238872,1.0000020829115253,0.0,success,24
task_042,349.98475787370876,0.9281363744717139,1.0,success,24
task_043,48.50110332822697,1.0000227490356075,0.0,success,24
task_044,348.00367851425426,1.0000105704432594,0.0,success,24
task_045,3.0796408395131833,0.4914320488584868,0.5217391304347826,success,24
task_046,14.88843563049228,2.4694019013947117,0.5,success,24
task_047,2.773702606693508,0.919459427633207,0.6956521739130435,success,24
task_048,3.145324597937156,0.9273684318242227,0.6666666666666666,success,24
task_049,1.9968561352328837,0.5705303243522525,0.7391304347826086,success,24
