task_id,mae,nmae,da,status,horizon
task_000,360.4977963484753,0.5567838706230481,0.07526881720430108,success,93
task_001,330.59663262713394,0.5337644680176771,0.05555555555555555,success,18
task_002,0.570790120442704,0.00200037043479699,1.0,success,15
task_003,1256.281535406003,3.7308304772474425,1.0,success,29
task_004,589.6421380574544,0.680038299087583,0.475,success,40
task_005,15.596463840060762,0.05491166701623147,0.047619047619047616,success,21
task_006,1217.6332450810182,3.3067667268100136,0.1111111111111111,success,18
task_007,1070.7747027754115,1.8528594597092332,0.010752688172043012,success,94
task_008,1227.876163796165,0.8111195089983664,1.0,success,22
task_009,161.73668927493043,0.36205830042350956,0.1896551724137931,success,58
