task_id,mae,nmae,da,status,horizon
task_000,4.69003551635667,0.539087299478563,0.9821428571428571,success,56
task_001,6.546907427689389,0.38199167840682835,0.6607142857142857,success,56
task_002,5.087074293223091,0.33556462623245925,0.7678571428571429,success,56
task_003,5.756023329961325,0.48437071226510686,0.6428571428571429,success,56
task_004,8.645750342428878,0.4411627541619596,0.6785714285714286,success,56
task_005,9.91261279364976,0.5341930198470605,0.7857142857142857,success,56
task_006,10.196043206650554,0.3347501884114928,0.75,success,56
task_007,10.416567005637981,0.5100435212663417,0.9821428571428571,success,56
task_008,7.307053092761167,0.36565441185659087,0.8928571428571429,success,56
task_009,10.0454300019091,0.5822915463222164,0.7321428571428571,success,56
