task_id,mae,nmae,da,status,horizon
task_000,0.39821533502408,1.371137753499073,0.78125,success,32
task_001,0.2853780364779287,0.7718136708599689,0.03125,success,32
task_002,0.4365685836710502,0.8533608143468288,0.125,success,32
task_003,0.33553666297283996,0.7305604321296871,0.0,success,32
task_004,0.1635950422546104,0.3036767526025199,0.9375,success,32
task_005,0.16623805647896478,0.5275087766998332,0.84375,success,32
task_006,0.2923607281135601,0.18449569782406955,0.40625,success,32
task_007,0.17251829351004366,1.0018510502031697,0.4375,success,32
task_008,0.3694941338640251,0.9882383600005659,1.0,success,32
task_009,0.29320062919030465,0.2431365422963409,0.09375,success,32
