task_id,mae,nmae,da,status,horizon
task_000,0.375,1.0,0.0,success,24
task_001,0.4166666666666667,1.0,0.0,success,24
task_002,140.66666666666666,1.1617343427391604,0.8181818181818182,success,24
task_003,119.5,0.35499443000371333,0.7857142857142857,success,24
task_004,236.54166666666666,0.9449067909454061,0.6153846153846154,success,24
task_005,149.16666666666666,0.743046907430469,0.9166666666666666,success,24
task_006,108.83333333333333,0.7203530060672917,1.0,success,24
task_007,68.375,1.183982683982684,0.5,success,24
task_008,175.125,0.8572302671833572,0.8888888888888888,success,24
task_009,164.33333333333334,0.8170706442925213,0.5384615384615384,success,24
