task_id,mae,nmae,da,status,horizon
task_000,5.279166666666666,0.8254071661237784,0.875,success,24
task_001,4.0525,0.5136790958064859,0.6666666666666666,success,24
task_002,2.6216666666666666,0.7760236803157374,0.5833333333333334,success,24
task_003,11.202083333333334,1.9667154352596932,0.7083333333333334,success,24
task_004,1.4625000000000001,0.7755192222713213,0.5454545454545454,success,24
task_005,2.7241666666666666,0.860036832412523,0.9583333333333334,success,24
task_006,2.1791666666666667,0.26872880485047784,0.8333333333333334,success,24
task_007,0.8916666666666666,0.6031567080045096,0.9130434782608695,success,24
task_008,1.9624999999999997,0.39414225941422587,0.9545454545454546,success,24
task_009,2.045833333333334,0.6036390459798379,0.6956521739130435,success,24
