task_id,mae,nmae,da,status,horizon
task_000,0.41765684954312055,1.4380789086925185,0.40625,success,32
task_001,62.88857523146258,170.0840846184126,0.78125,success,32
task_002,90.46000769675899,176.82221928294385,0.875,success,32
task_003,0.3355886525561732,0.7306736285003304,0.0,success,32
task_004,177.92463018491696,330.2763528644597,0.9375,success,32
task_005,0.4052786264853276,1.2860354422329028,0.65625,success,32
task_006,0.3180497663705641,0.20070689373344072,0.40625,success,32
task_007,0.17161436363960675,0.996601733904116,0.53125,success,32
task_008,0.1828487564583348,0.4890420135249696,1.0,success,32
task_009,0.29810302502363817,0.2472018527125442,0.09375,success,32
